Q_MW,x_f_m,objective,evidence_label
25.0,55.5,44.64594323697417,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
25.0,56.0,52.404084491398,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
25.0,56.5,64.55298865314697,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
25.0,57.0,80.60017984257131,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
25.0,57.5,100.23309120419987,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
25.0,58.0,123.2986447220166,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
25.0,58.5,149.78840161822237,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
25.0,59.0,179.82862330903382,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
25.0,59.5,213.6747457748382,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
25.0,60.0,251.70991290449786,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
26.0,40.0,197.52287284256116,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
26.0,40.5,186.16605568984141,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
26.0,41.0,179.70148223184225,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
26.0,41.5,178.00075062265017,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
26.0,42.0,181.0868190810855,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
26.0,42.5,189.13043611785923,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
26.0,43.0,202.4508235537839,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
26.0,43.5,221.52047638998323,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
26.0,44.0,246.9740615040476,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
26.0,44.5,201.48840499980724,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
26.0,45.0,162.8502076151723,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
26.0,45.5,131.15766258894658,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
26.0,46.0,105.13434391746263,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
26.0,46.5,83.74676937487284,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
26.0,47.0,66.1654666429291,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
26.0,47.5,51.73339115160864,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
26.0,48.0,39.94053698124696,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
26.0,48.5,30.403797989772112,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
26.0,49.0,22.851317960839157,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
26.0,49.5,17.110722311680924,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
26.0,50.0,13.100755039758912,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
26.0,50.5,10.825957589341979,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
26.0,51.0,10.374124979226744,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
26.0,51.5,11.916362108430215,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
26.0,52.0,15.709642476318374,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
26.0,52.5,22.101845110570032,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
26.0,53.0,31.539315529747437,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
26.0,53.5,44.57706513298164,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
26.0,54.0,61.8917924433214,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
26.0,54.5,49.514628088470815,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
26.0,55.0,44.36229276287435,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
26.0,55.5,45.865903725687986,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
26.0,56.0,52.99632163084841,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
26.0,56.5,64.98622646661684,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
26.0,57.0,81.29289200381223,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
26.0,57.5,101.56906816354997,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
26.0,58.0,125.64081414306878,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
26.0,58.5,153.49136379655366,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
26.0,59.0,185.25030874365186,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
26.0,59.5,221.18756091048323,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
26.0,60.0,261.7117106068257,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
27.0,40.0,202.96291402754645,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
27.0,40.5,191.25499748805527,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
27.0,41.0,184.85370619117987,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
27.0,41.5,183.6238824471055,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
27.0,42.0,187.59376509644804,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
27.0,42.5,196.9511604396876,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
27.0,43.0,212.04420028835995,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
27.0,43.5,233.38654067085716,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
27.0,44.0,261.666981887894,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
27.0,44.5,212.3156217148478,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
27.0,45.0,170.4022703911541,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
27.0,45.5,136.05480173788303,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
27.0,46.0,107.89406325372212,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
27.0,46.5,84.80344702482957,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
27.0,47.0,65.88687809064305,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
27.0,47.5,50.43473503428772,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
27.0,48.0,37.896453081466376,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
27.0,48.5,27.858792756077058,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
27.0,49.0,20.028953042639408,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
27.0,49.5,14.221873829971623,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
27.0,50.0,10.35121385857495,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
27.0,50.5,8.423612280615146,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
27.0,51.0,8.535948360336883,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
27.0,51.5,10.875408307277036,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
27.0,52.0,15.7222537951724,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
27.0,52.5,23.45526606492197,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
27.0,53.0,34.55991505520575,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
27.0,53.5,49.63937696665374,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
27.0,54.0,69.4285981326707,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
27.0,54.5,54.48058439815994,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
27.0,55.0,47.4106841152525,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
27.0,55.5,47.65196197360994,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
27.0,56.0,54.08249891416542,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
27.0,56.5,65.86379246299562,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
27.0,57.0,82.40051594028466,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
27.0,57.5,103.3090298476427,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
27.0,58.0,128.3933967750935,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
27.0,58.5,157.62790860750596,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
27.0,59.0,191.1453548407874,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
27.0,59.5,229.23045092421475,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
27.0,60.0,272.318012101201,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
28.0,40.0,208.8076472374003,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
28.0,40.5,196.75497955357827,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
28.0,41.0,190.44007557351674,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
28.0,41.5,189.72088714784294,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
28.0,42.0,194.63125948810728,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
28.0,42.5,205.37683376154874,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
28.0,43.0,222.33588378734348,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
28.0,43.5,246.06492944653036,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
28.0,44.0,277.30910617840067,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
28.0,44.5,223.9352826816063,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
28.0,45.0,178.61425375779737,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
28.0,45.5,141.505492619142,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
28.0,46.0,111.12314743780799,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
28.0,46.5,86.26427154739537,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
28.0,47.0,65.96361698496506,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
28.0,47.5,49.45696282739367,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
28.0,48.0,36.15163409446709,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
28.0,48.5,25.603117347726542,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
28.0,49.0,17.496889825088527,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
28.0,49.5,11.63475731386247,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
28.0,50.0,7.925148110471444,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
28.0,50.5,6.376941522160506,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
28.0,51.0,7.096523837433978,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
28.0,51.5,10.28786630619043,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
28.0,52.0,16.255511708259107,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
28.0,52.5,25.41044144224934,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
28.0,53.0,38.278876332498704,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
28.0,53.5,55.514143915152864,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
28.0,54.0,77.91182507057142,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
28.0,54.5,60.23779124552779,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
28.0,55.0,51.122963174641335,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
28.0,55.5,50.00411798074011,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
28.0,56.0,55.66261634134904,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
28.0,56.5,67.18568664228327,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
28.0,57.0,83.92305165198864,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
28.0,57.5,105.45297625647801,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
28.0,58.0,131.5563926180907,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
28.0,58.5,162.19803605107938,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
28.0,59.0,197.51376160044063,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
28.0,59.5,237.80341581603255,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
28.0,60.0,283.5288173876241,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
29.0,40.0,215.05707247212257,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
29.0,40.5,202.6660018864104,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
29.0,41.0,196.46059037885288,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
29.0,41.5,196.29176472486233,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
29.0,42.0,202.19930225606316,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
29.0,42.5,214.40745608344258,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
29.0,43.0,233.32587405073443,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
29.0,43.5,259.5556427170028,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
29.0,44.0,293.9004343755678,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
29.0,44.5,236.34738790008308,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
29.0,45.0,187.486157715102,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
29.0,45.5,147.50973523272353,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
29.0,46.0,114.82159646972032,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
29.0,46.5,88.12924294257027,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
29.0,47.0,66.39568332589509,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
29.0,47.5,48.800074530926466,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
29.0,48.0,34.70608002024911,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
29.0,48.5,23.63677176472059,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
29.0,49.0,15.255128308186482,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
29.0,49.5,9.349372763353502,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
29.0,50.0,5.822557795448395,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
29.0,50.5,4.6859453139780705,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
29.0,51.0,6.055851410518021,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
29.0,51.5,10.153736105170426,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
29.0,52.0,17.309416215578505,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
29.0,52.5,27.967371242552144,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
29.0,53.0,42.69619936162631,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
29.0,53.5,62.20136597847904,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
29.0,54.0,87.34147325702371,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
29.0,54.5,66.78624863057446,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
29.0,55.0,55.49912994104089,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
29.0,55.5,52.92237174707847,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
29.0,56.0,57.73667391239931,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
29.0,56.5,68.95190900447984,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
29.0,57.0,85.86049913892411,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
29.0,57.5,108.00090739005593,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
29.0,58.0,135.12980167206055,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
29.0,58.5,167.20174612727385,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
29.0,59.0,204.35552902261142,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
29.0,59.5,246.90645558593687,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
29.0,60.0,295.3441264660949,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
30.0,40.0,221.71118973171338,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
30.0,40.5,208.9880644865517,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
30.0,41.0,202.9152506071881,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
30.0,41.5,203.33651517816375,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
30.0,42.0,210.2978934003157,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
30.0,42.5,224.043027405369,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
30.0,43.0,245.01417107853246,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
30.0,43.5,273.8586804822744,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
30.0,44.0,311.4409664793948,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
30.0,44.5,249.55193737027764,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
30.0,45.0,197.01798226306792,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
30.0,45.5,154.06752957862744,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
30.0,46.0,118.98941034945908,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
30.0,46.5,90.39836121035428,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
30.0,47.0,67.18307711343313,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
30.0,47.5,48.464070144886186,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
30.0,48.0,33.55979085881247,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
30.0,48.5,21.959756007059223,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
30.0,49.0,13.303668491933362,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
30.0,49.5,7.365720178444723,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
30.0,50.0,4.043442913505834,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
30.0,50.5,3.350623656067863,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
30.0,51.0,5.413931079589042,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
30.0,51.5,10.47301770421701,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
30.0,52.0,18.88396731713059,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
30.0,52.5,31.126055465830312,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
30.0,53.0,47.81188414258845,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
30.0,53.5,69.70104315663217,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
30.0,54.0,97.7175426920272,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
30.0,54.5,74.12595655329974,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
30.0,55.0,60.53918441445102,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
30.0,55.5,56.40672327262497,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
30.0,56.0,60.30467162731615,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
30.0,56.5,71.16245954958521,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
30.0,57.0,88.2128584010911,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
30.0,57.5,110.95282324837638,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
30.0,58.0,139.11362393700284,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
30.0,58.5,172.63903883608936,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
30.0,59.0,211.6706571072997,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
30.0,59.5,256.5395702339275,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
30.0,60.0,307.7639393366133,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
31.0,40.0,228.76999901617265,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
31.0,40.5,215.7211673540021,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
31.0,41.0,209.80405625852256,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
31.0,41.5,210.85513850774709,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
31.0,42.0,218.9270329208649,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
31.0,42.5,234.2835477273281,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
31.0,43.0,257.40077487073813,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
31.0,43.5,288.97404274234526,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
31.0,44.0,329.9307024898822,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
31.0,44.5,263.54893109219046,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
31.0,45.0,207.20972740169532,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
31.0,45.5,161.17887565685382,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
31.0,46.0,123.62658907702419,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
31.0,46.5,93.0716263507473,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
31.0,47.0,68.32579834757922,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
31.0,47.5,48.448949669272736,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
31.0,48.0,32.712766610157146,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
31.0,48.5,20.572070074742392,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
31.0,49.0,11.642510376329076,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
31.0,49.5,5.683799559136125,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
31.0,50.0,2.5878034646437316,SYNTHETIC_SOFTWARE_TEST_NOT_SCIENTIFIC_EVIDENCE
